id,name,scientific_name,distribution,habitat,size,depth_range,description
3081,ヒメシワオウギダマシ,Mararenella partitumanus,相模湾～九州、インドネシア,岩礁の転石下,甲幅約1〜2cm,2-30m,オウギガニの仲間。サンゴ礁の岩陰や転石の下に生息します。甲羅にシワのような模様があり、ハサミの半分が黒いのが特徴です。ダイバーはナイトダイビングで岩の上を歩いているところや、日中に岩の隙間を覗き込むことで見つけられます。
3012,ヒメセミエビ,Scyllarus japonicus,房総半島以南、台湾、フィリピン、インドネシア,岩礁域、転石帯,体長約6cm,5-30m,セミエビの仲間。平たい体とシャベルのような第二触角が特徴です。夜行性で、日中は岩の隙間や洞窟の奥に隠れています。夜のダイビングで岩壁を歩いている姿が見られます。ダイバーは岩の亀裂をライトで照らすと、その特徴的なシルエットで発見できます。動きは比較的ゆっくりです。
3106,ヒメソバガラガニ,Elamena truncata,房総半島以南、南太平洋、オーストラリア、インド洋中部,岩礁の岩穴、転石帯,甲幅約0.4cm,3-30m,カイメンやホヤに擬態する小さなカニの仲間。体中に短い毛や突起があり、カイメンの組織片などをつけてカモフラージュします。動きは非常にゆっくりで、宿主のカイメンや岩の表面を注意深く探さないと見つけるのは困難です。大きさは米粒ほどしかなく、見つけるにはマクロな視点が求められます。
17855,ヒメトゲコブシガニ,Nucia speciosa,相模湾～九州、中国,砂泥底,甲幅2〜3cm,20-100m,丸い甲羅が特徴的なコブシガニの仲間。甲羅の表面には棘状の突起が散在し、和名の由来となっています。砂泥底や砂礫底に生息し、昼間は砂に潜っていることが多いです。夜間に活動することが多く、海底をゆっくりと歩き回る姿を観察できます。擬態が巧みで、背景の砂や小石によく溶け込んでいます。
3090,ヒメドメシアガニ,Domecia glabra,琉球列島、ミクロネシア、南太平洋、アンダマン海、インド洋,サンゴ礁、岩礁,体長1〜2cm,1-10m,サンゴの枝の間に生息する小さなカニの仲間。主にミドリイシなどの枝分かれしたサンゴを住処とし、その枝の間にぴったりと隠れています。サンゴのポリプなどを食べると考えられています。観察する際は、サンゴを傷つけないように注意しながら、枝の根元付近をそっと覗き込むと見つけやすいです。
7352,ヒメベニオウギガニ,Liomera laevis,紀伊半島以南、フィリピン、南太平洋、紅海,岩礁、サンゴ礁,甲幅2〜3cm,2-25m,鮮やかな赤色が特徴のオウギガニの仲間。サンゴ礁や岩礁の隙間、転石の下などに隠れて生活しています。夜行性の傾向が強く、ナイトダイビングでは岩の上を歩き回っている姿を見かけることがあります。危険を感じると素早く隙間に逃げ込むため、観察の際はゆっくりと近づくのがポイントです。
3068,ヒメベニツケガニ,Thalamita picta,房総半島以南、中国南部、東アジア、ハワイ、南太平洋、オーストラリア、インド洋、紅海,岩礁域,甲幅約4cm,15-35m,泳ぐのが得意なガザミ（ワタリガニ）の仲間。甲羅には複雑な模様があり、サンゴ礁や岩礁域の砂地で見られます。一番後ろの脚がヒレのような形（遊泳脚）になっており、これを使って素早く泳ぎます。夜行性のため、ナイトダイビングで活発に活動する姿を観察しやすいです。
6586,ヒメマルバガニ,Eucrate sicatifrons,相模湾〜土佐湾、香港、アンダマン海、インド洋東部,砂泥底,甲幅3〜5cm,5~120m,丸みを帯びた甲羅が特徴的なカニの仲間。沿岸の砂泥底に生息しており、昼間は砂の中に潜って目だけを出していることが多いです。夜になると餌を探して活発に動き回ります。比較的深い場所にも生息しますが、ダイバーが出会うのは浅海の砂地ポイントが主になります。ライトを当てると素早く砂に潜ります。
6519,ヒメミドリベニツケガニ,Thalamitoides niidus,琉球列島、ミクロネシア、南太平洋、インド洋,サンゴ礁域、岩礁,甲幅2〜3cm,2-15m,緑がかった体色が特徴的なガザミ（ワタリガニ）の仲間。浅いサンゴ礁や岩礁域に生息しています。一番後ろの脚が遊泳脚になっており、泳ぎは得意です。岩の隙間や海藻の根元などに隠れていることが多く、警戒心は強めです。似た種類が多いため、甲羅の縁にある棘の数や形で区別します。
15732,ヒメメナガガザミ,Podophthalmus naore,相模湾～紀伊半島、アンダマン海、インド洋西部,岩礁、サンゴ礁,甲幅8〜12cm,18-30m,非常に長い眼柄（目がついている柄）が最大の特徴であるガザミの仲間。砂泥底に生息し、体は砂に潜らせ、潜水艦の潜望鏡のように眼だけを出して周囲を警戒しています。このユニークな姿が観察の醍醐味です。近づくと眼を引っ込めて完全に隠れてしまうため、遠くからそっと観察するのがコツです。
12951,ヒラアシカムリ,Petrodromia granulata,東京湾〜鹿児島湾,砂泥底,甲幅約3cm,20~150m,カイメンやホヤを背負って擬態するカイカムリの仲間。平たい脚を使って器用にカイメンなどを甲羅のサイズに合わせて切り取り、背負ってカモフラージュします。岩礁や砂礫底に生息し、カイメンに擬態しているため見つけるのは難しいです。動くカイメンがいたらこのカニの可能性があるので、よく観察してみましょう。
6871,ヒラアワツブガニ,Forestia depressa,相模湾以南、小笠原諸島、フィリピン、アンダマン海、インド洋東部、南アフリカ,岩礁域、潮だまり,甲幅1〜2cm,1-20m,平たい体を持つ小型のカニの仲間。サンゴ礁や岩礁の転石の下や、岩の小さな亀裂に隠れて生活しています。平たい体型は狭い隙間に潜り込むのに適しています。観察するには、安全を確認した上で小さな岩をそっとめくってみると見つかることがありますが、観察後は必ず元に戻しましょう。
3098,ヒライソガニ,Gaetice depressus,北海道以南、韓国、台湾、中国北部,潮間帯の砂泥底,甲幅約3cm,1m-高潮線付近,海岸の岩場でよく見られるカニの仲間。ダイビングではエントリー・エキジット付近の浅瀬やタイドプールで観察できます。平たい甲羅をしており、岩の隙間に素早く隠れるのが得意です。警戒心が非常に強く、人の気配を感じるとすぐに逃げてしまいます。動きが素早いので観察には根気が必要です。
8017,ヒラツノガニ,Scyta compresipes,相模湾以北、北海道沿岸、日本海、黄海,岩礁域、転石帯,甲幅約3cm,8-160m,細長い脚と三角形の甲羅を持つクモガニの仲間。砂泥底に生息し、体に海藻やカイメンの欠片などを付着させて巧みに擬態します。ゆっくりと動くため、擬態を見破らないと存在に気づくのは困難です。海底で不自然に動く海藻の塊を見つけたら、このカニかもしれません。じっくり観察してみましょう。
6033,ヒラツメガニ,Ovalipes punctatus,北海道南部以南、韓国、中国北部,砂泥底,甲幅5～8cm,2-30m,泳ぎが得意なガザミの仲間で、一番後ろの脚がボートのパドルのような平たい形をしています。砂地に生息し、この脚で器用に砂を掘って体を隠します。危険を感じると驚くほどの速さで砂に潜るか、横方向に素早く泳いで逃げます。ナイトダイビングでは砂の上を歩いている姿をよく見かけます。
6292,ヒラベニオウギガニ,Neoliomera iridans,相模湾以南、伊豆諸島、フィリピン、南太平洋、オーストラリア、インド洋東部,サンゴ礁域、岩礁,甲幅3〜5cm,2-30m,光沢のある滑らかな甲羅と、鮮やかな色彩が美しいオウギガニの仲間。岩礁やサンゴ礁の岩の隙間、転石の下に隠れています。体色は赤やオレンジ、紫など個体差があります。夜行性の傾向があり、ナイトダイビングで活動しているところを見つけやすいです。丈夫なハサミを持っています。
