和名,学名,分布,生息場所,体長,深さ
オオヒレテンスモドキ,Novaculoides macrolepidotus,南日本の太平洋岸、琉球列島、小笠原諸島；インド・西太平洋,サンゴ礁域のアマモ場,15cm,2m
オビテンスモドキ,Novaculichthys taeniourus,南日本の太平洋岸、琉球列島、小笠原諸島,サンゴ礁域のガレ場,10cm,25m
テンスモドキ,Xyrichtys sciistius,南日本の太平洋岸、琉球列島、小笠原諸島,サンゴ礁域のガレ場,3cm,24m
カンムリブダイ,Bolbometopon muricatum,八重山諸島；インド・太平洋,サンゴ礁域,50cm,12m
ブダイ,Calotomus japonicus,隠岐諸島、南日本の太平洋岸、琉球列島、小笠原諸島、朝鮮半島、中国,岩礁域、ガラ藻場やガレ場,35cm,7m
チビブダイ,Calotomus spinidens,琉球列島、紅海を除くインド・太平洋、ガラパゴス諸島,サンゴ礁域、藻場,20cm,10m
タイワンブダイ,Calotomus carolinus,南日本の太平洋岸、琉球列島、小笠原諸島、紅海を除くインド・汎太平洋,サンゴ礁域、藻場やガレ場,30cm,8m
イロブダイ,Cetoscarus ocellatus,八丈島、和歌山県以南〜琉球列島；黄海とハワイ諸島を除くインド・太平洋,岩礁域、サンゴ礁域に生息。サンゴ礁外縁部から礁斜面の浅所に多い,50cm,12m
オニハゲブダイ,Chlorurus frontalis,琉球列島；中・西部太平洋の熱帯域,サンゴ礁域に生息。波当たりの強い場所を好む,45cm,3m
ハゲブダイ,Chlorurus sordidus,南日本の太平洋沿岸、琉球列島、小笠原諸島；インド・太平洋,岩礁域やサンゴ礁域,40cm,5m
オオモンハゲブダイ,Chlorurus bowersi,琉球列島；フィリピン、インドネシア、パラオ,サンゴ礁域、礁斜面や潮通しのよい所,35cm,10m
ナンヨウブダイ,Chlorurus microrhinos,八丈島、高知県以南、琉球列島、小笠原諸島；ハワイ諸島を除く中・西部太平洋の熱帯域,岩礁やサンゴ礁域、サンゴ礁の外側斜面,35cm,10m
キツネブダイ,Hipposcarus longiceps,琉球列島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域,60cm,15m
オビブダイ,Scarus schlegeli,"高知県以南, 琉球列島, 小笠原諸島; 東部インド洋～ハワイ諸島を除く中・西部太平洋の熱帯域",岩礁域やサンゴ礁域、礁池内、礁斜面,35cm,8m
オウムブダイ,Scarus psittacus,"高知県以南, 琉球列島; インド・太平洋",岩礁域やサンゴ礁域、サンゴの生育がよい礁池内,30cm,8m
シロオビブダイ,Scarus spinus,琉球列島; 東部インド洋～中・西部太平洋の熱帯域,岩礁域やサンゴ礁域,30cm,24m
オビシメ,Scarus obishime,八丈島、小笠原諸島,サンゴ礁域、岩礁域,60cm,20m
カメレオンブダイ,Scarus chameleon,琉球列島；東部インド洋～西部太平洋の熱帯域,サンゴ礁域、礁斜面,30cm,10m
ナガブダイ,Scarus rubroviolaceus,和歌山県、琉球列島、小笠原諸島；インド・汎太平洋,岩礁域やサンゴ礁域、礁斜面,60cm,10m
オグロブダイ,Scarus fuscocaudalis,南日本の太平洋岸、琉球列島、小笠原諸島；中・西部太平洋の熱帯域,サンゴ礁域の浅所,30cm,30m
ブチブダイ,Scarus niger,南日本の太平洋岸、琉球列島；ハワイ諸島を除くインド・太平洋,岩礁域やサンゴ礁域、礁斜面,30cm,8m
ヒブダイ,Scarus ghobban,南日本の太平洋岸、琉球列島、小笠原諸島、イースター島とハワイ諸島を除くインド・汎太平洋、地中海,岩礁域やサンゴ礁域,60cm,12m
スジブダイ,Scarus rivulatus,高知県、琉球列島、東部インド洋～西部太平洋の熱帯域,サンゴ礁域、サンゴ礁外縁から礁池内,30cm,15m
キビレブダイ,Scarus hypselopterus,琉球列島、西部太平洋の熱帯域,サンゴ礁域、礁池内の比較的潮通しのよい所,30cm,10m
ツキノワブダイ,Scarus festivus,琉球列島、小笠原諸島、紅海とハワイ諸島を除くインド・太平洋,サンゴ礁域、潮通しのよいサンゴ礁の外側斜面,40cm,10m
アオブダイ,Scarus ovifrons,南日本の太平洋岸、琉球列島、台湾岩礁域,岩礁域,70cm,12m
イチモンジブダイ,Scarus forsteni,和歌山県以南～琉球列島、小笠原諸島；東部インド洋～中・西部太平洋の熱帯域,岩礁域やサンゴ礁域、礁外縁から礁斜面,40cm,15m
レモンブダイ,Scarus quoyi,琉球列島；インド・西太平洋,サンゴ礁域,30cm,8m
ダイダイブダイ,Scarus globiceps,琉球列島、小笠原諸島；紅海とハワイ諸島を除くインド・太平洋,サンゴ礁域、サンゴの豊富な浅所,30cm,10m
ニシキブダイ,Scarus prasiognathos,南日本の太平洋岸、八丈島、琉球列島；インド・西太平洋,サンゴ礁域、礁斜面,40cm,12m
アミメブダイ,Scarus frenatus,南日本の太平洋岸、琉球列島、小笠原諸島；ハワイ諸島を除くインド・太平洋岩礁域、サンゴ礁域,サンゴ礁域、岩礁域、礁外縁,35cm,12m
イトヒキブダイ,Scarus altipinnis,小笠原諸島、中・西部太平洋の熱帯域,サンゴ礁域、礁斜面,40cm,10m
ヒメブダイ,Scarus oviceps,琉球列島、小笠原諸島、インド・太平洋,サンゴ礁域、礁原から礁斜面の浅所,25cm,7m
カワリブダイ,Scarus dimidiatus,琉球列島、中・西部太平洋の熱帯域,サンゴ礁域、礁原から礁池内の枝状のサンゴ周辺,25cm,10m
アイナメ,Hexagrammos otakii,北海道以南、南日本：朝鮮半島南部、黄海,浅海の岩礁域,35cm,20m
オビアナハゼ,Pseudoblennius zonostigma,南日本,岩礁,10cm,5m
アヤアナハゼ,Pseudoblennius marmoratus,青森県、南日本、伊豆大島,沿岸の藻場,10cm,5m
アサヒアナハゼ,Pseudoblennius cottoides,北海道以南、南日本、伊豆大島,沿岸のアマモ、ガラモ場,6cm,7m
アナハゼ,Pseudoblennius percoides,青森県以南、南日本、伊豆大島,沿岸のアマモ、ガラモ場,10cm,10m
スイ,Vellitor centropomus,青森県以南、南日本；朝鮮半島南部,浅海のガラモ、アマモ場,10cm,2m
ヒメスイ,Vellitor minutus,千葉県小湊、相模湾,浅海のガラモ、アマモ場、アラメ、カジメ藻場,7cm,7m
スナビクニン,Liparis punctulatus,青森県以南、南日本：朝鮮半島東岸,岩場、浅海から深海,2cm,3m
ダンゴウオ,Eumicrotremus awae,青森県以南、南日本；中国煙台,岩場、海藻などについている浅い場所,2.5cm,3m
コウライトラギス,Parapercis snyderi,南日本：西部太平洋の温・熱帯域,岩礁域の砂底やガレ場,12cm,13m
トラギス,Parapercis pulchella,南日本：インド・西太平洋,岩礁域の砂底やガレ場,15cm,12m
オヨギトラギス,Parapercis natator,南日本の太平洋岸、琉球列島、小笠原諸島,岩礁域やサンゴ礁域、礁外縁部の砂底やガレ場、潮通しのよい斜面,6cm,28m
ハワイトラギス,Parapercis schauinslandii,南日本の太平洋岸、琉球列島；インド・太平洋,サンゴ礁域、潮通しのよい斜面のガレ場,10cm,20m
サンゴトラギス,Parapercis multiplicata,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域、潮通しのよいガレ場,12cm,15m
ダンダラトラギス,Parapercis cylindrica,南日本の太平洋岸、琉球列島；中・西部太平洋の熱帯域,サンゴ礁域、砂底,10cm,5m
マダラトラギス,Parapercis tetracantha,南日本の太平洋岸、琉球列島；東部インド洋～西部太平洋の熱帯域,岩礁域やサンゴ礁域のガレ場,15cm,12m
オグロトラギス,Parapercis pacifica,八丈島、琉球列島；東部インド洋～西部太平洋の熱帯域,サンゴ礁域、礁池やガレ場,15cm,10m
クラカケトラギス,Parapercis sexfasciata,青森県、南日本；朝鮮半島、台湾、インドネシア,大陸棚の砂泥底,12cm,25m
オキトラギス,Parapercis multifasciata,南日本；朝鮮半島、台湾、南アフリカ,大陸棚の砂泥底域、30m以深,12cm,35m
カモハラトラギス,Parapercis kamoharai,"南日本の太平洋岸, 八丈島;台湾, 香港","岩礁域, 砂底やガレ場",15cm,20m
ヨツメトラギス,Parapercis clathrata,"南日本の太平洋岸, 八丈島, 琉球列島;東部インド洋~中・西部太平洋の熱帯域",サンゴ礁域のガレ場,16cm,10m
ワヌケトラギス,Parapercis millepunctata,"南日本の太平洋岸, 伊豆・小笠原諸島, 琉球列島;インド・太平洋",サンゴ礁域のガレ場,15cm,20m
リュウグウベラギンポ,Trichonotus elegans,琉球列島；インド・西太平洋,サンゴ礁域、砂地斜面,15cm,20m
ベラギンポ,Trichonotus setiger,南日本の太平洋岸、小笠原諸島、琉球列島；東部インド洋～西部太平洋の熱帯域,穏やかな海の砂底,25cm,12m
クロエリギンポ,Trichonotus filamentosus,南日本；西部太平洋の熱帯域砂底域,砂底域,15cm,15m
メガネウオ,Uranoscopus bicinctus,南日本の太平洋岸、琉球列島；東部インド洋～西部太平洋の熱帯域,砂底や砂泥底,20cm,18m
ミシマオコゼ,Uranoscopus japonicus,琉球列島を除く日本沿岸；南シナ海,砂底や砂泥底,25cm,10m
ヘビギンポ,Enneapterygius etheostomus,"南日本, 琉球列島; 朝鮮半島から香港を経てベトナム, 台湾",岩礁域の潮間帯から水深10mまでの浅所,6cm,5m
セグロヘビギンポ,Enneapterygius tutuilae,"南日本の太平洋岸, 伊豆・小笠原諸島, 琉球列島; インド・太平洋岩礁域の水深3〜14m",岩礁域,2cm,14m
キビレヘビギンポ,Enneapterygius senoui,伊豆半島、伊豆・小笠原諸島,岩礁域、浅所の大きな岩の下面、大きめの転石の表面,3cm,10m
ミヤケヘビギンポ,Enneapterygius miyakensis,伊豆諸島,岩礁域の浅所,6cm,5m
タテジマヘビギンポ,Helcogramma striata,南日本の太平洋岸、琉球列島、小笠原諸島；西部太平洋の熱帯域,サンゴ礁域の潮間帯から水深10mまで,4cm,10m
テングヘビギンポ,Helcogramma rhinoceros,琉球列島；東部インド洋～西部太平洋の熱帯域,サンゴ礁域の水深5～11m、大きな転石の表面,4cm,8m
ヨゴレヘビギンポ,Helcogramma nesion,相模湾、伊豆・小笠原諸島、高知県,岩礁域の5m以浅、大きめの転石の表面,5cm,5m
ヒメギンポ,Springerichthys bapturus,北海道以南、南日本、琉球列島、朝鮮半島岩礁域,岩礁域、潮通しのよい所,6cm,5m
カスリヘビギンポ,Ucla xenogrammus,琉球列島；東部インド洋〜中・西部太平洋の熱帯域,サンゴ礁域の浅所、ハマサンゴ類の上,4cm,10m
コクテンニセヘビギンポ,Norfolkia brachylepis,南日本の太平洋岸、琉球列島、小笠原諸島；インド・西太平洋,岩礁域、サンゴ礁域、岩穴の奥や亀裂の中、転石の側面,6cm,9m
トウシマコケギンポ,Neoclinus toshimaensis,千葉県から和歌山県までの南日本の太平洋岸,岩礁域の5m以浅、岩穴や貝が岩に開けた穴,5cm,10m
アライソコケギンポ,Neoclinus okazakii,南日本の太平洋沿岸、八丈島、沖縄島,岩礁域の5m以浅,7cm,25m
シズミイソコケギンポ,Neoclinus chihiroe,千葉県勝浦、相模湾、八丈島、紀伊半島田辺湾、富山湾,岩礁域、低潮線付近,7cm,4m
ハダカコケギンポ,Neoclinus nudus,八丈島、沖縄島；台湾,岩礁域,4cm,2m
コケギンポ,Neoclinus bryope,青森県以南、南日本、伊豆諸島,岩礁域、潮だまりや低潮線付近,6cm,1m
イワアナコケギンポ,Neoclinus lacunicola,相模湾、伊豆大島、紀伊半島田辺周辺,岩礁域,3cm,7m
セダカギンポ,Exallias brevis,紀伊半島以南の太平洋側沿岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域、礁縁部,3.5cm,7m
インドカエルウオ,Atrosalarias fuscus holomelas,琉球列島；中・西部太平洋の熱帯域,サンゴ礁域、10m以浅、サンゴの枝間,7cm,5m
ホソカワインドカエルウオ,Atrosalarias hosokawai,奄美大島、西表島；フィリピン、インドネシア、パプアニューギニア,サンゴ礁域、水深10～15m,14cm,23m
イソギンポ,Parablennius yatabei,青森県以南、南日本、奄美大島；朝鮮半島、中国、台湾,岩礁性海岸の潮間帯、潮だまり,7cm,1m
タテガミカエルウオ,Cirripectes castaneus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域、波の荒い礁縁の浅所,6cm,5m
アミメミノカエルウオ,Cirripectes imitator,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；台湾、フィリピン北部,サンゴ礁域、波の荒い礁縁の浅所,7cm,4m
スジタテガミカエルウオ,Cirripectes kuwamurai,南日本の太平洋岸、八丈島、琉球列島,岩礁域やサンゴ礁域,6cm,10m
ベニツケタテガミカエルウオ,Cirripectes variolosus,小笠原諸島；ハワイ諸島を除く中・西部太平洋の熱帯域,サンゴ礁域,8cm,5m
ミノカエルウオ,Cirripectes polyzona,南日本の太平洋側、八丈島、琉球列島；インド・太平洋,サンゴ礁域、波の荒い礁縁の浅所,10cm,10m
イナズマタテガミカエルウオ,Cirripectes stigmaticus,琉球列島；インド・太平洋,サンゴ礁域、波の荒い礁縁の水深10〜15m,3cm,10m
ツマリギンポ,Stanulus talboti,琉球列島、小笠原諸島；中・西部太平洋の熱帯域,サンゴ礁域、波の荒い礁縁の3m以浅,8cm,7m
カエルウオ,Istiblennius enosimae,南日本、伊豆・小笠原諸島、琉球列島,岩礁域、潮だまり,12cm,1m
ニセカエルウオ,Istiblennius edentulus,紀伊半島以南、琉球列島；インド・太平洋,岩礁域やサンゴ礁域、潮だまり,14cm,1m
ロウソクギンポ,Rhabdoblennius nitidus,八丈島，紀伊半島以南の南日本の太平洋岸，琉球列島；フィリピン以北の西太平洋の熱帯域,岩礁域やサンゴ礁域、潮だまりなどの水深数cm～50cm程,6cm,20cm
モンツキカエルウオ,Blenniella chrysospilos,八丈島，琉球列島；インド・太平洋のサンゴ礁域,サンゴ礁域、サンゴなどにあいた小さな穴,10cm,2m
ホホグロギンポ,Blenniella bilitonensis,琉球列島；西部太平洋の熱帯域,サンゴ礁域、潮だまり,13cm,1m
ヒナギンポ,Nannosalarias nativitatis,琉球列島；東部インド洋〜中・西部太平洋の熱帯域,サンゴ礁域、波の荒い礁縁の浅所,4cm,2m
シマギンポ,Salarias luctuosus,八丈島、紀伊半島以南の南日本の太平洋岸、琉球列島,サンゴ礁域、礁池内の岩場の浅所,5cm,1m
