和名,学名,分布,生息場所,体長,深さ,短い説明,長い説明
シリゼ,"Cryptocentrus shigei Kuroda, 1956",日本固有：千葉県、相模湾、伊豆半島、静岡県、紀伊半島、高知県,内湾の湾口から中程、砂泥底でテッポウエビ類と共生、水深15-40m,12cm,16m,灰色の体に黒い縞模様が特徴。砂泥底でテッポウエビ類と共生し、単独で見られる。,灰色の体に黒い縞模様が入る特徴的なハゼです。水深16m前後の内湾の砂泥底で、テッポウエビ類と共生しています。巣穴の周辺でゆっくりと泳ぎ回り、危険を感知すると素早く巣穴に隠れます。体長が12cmと比較的大きく、水中でよく目立ちます。撮影の際は、巣穴から少し離れた位置で待ち構えると、自然な姿を捉えることができます。日本固有種であり、貴重な観察対象です。
ヤマブキハゼ,"Amblyeleotris steinitzi (Fowler, 1938)",紀伊半島、高知県柏島、琉球列島；インド・太平洋,内湾の湾口から中程、サンゴ礁域のドロップオフ下。砂底、礫や死サンゴ片混じり砂底でテッポウエビ類と単独で共生する。生息水深10-30m。,10cm,16m,黄色と黒の縞模様が特徴。砂底でテッポウエビ類と共生し、単独で見られる。,黄色と黒の縞模様が目を引くハゼです。水深16m前後の内湾の砂底で、テッポウエビ類と単独で共生しています。巣穴の周辺でホバリングする姿が観察でき、危険を感知すると素早く巣穴に隠れます。体長が10cmと比較的大きく、水中でよく目立ちます。撮影の際は、ストロボの光を柔らかく当てると、縞模様がよりくっきりと写ります。共生関係の観察は非常に興味深く、水中写真家に人気の被写体です。
ニチリンダテハゼ,"Amblyeleotris randalli Hoese et Steene, 1978",奄美大島、沖縄諸島伊江島、石垣島、西表島；西部太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面やドロップオフ下。礁斜面の根の下や崖下の礫混じりの砂溜まりでテッポウエビ類と共生。生息水深15-50m,6.5cm,18m,赤褐色の体に白色の斑点が特徴。砂底でテッポウエビ類と共生し、単独で見られる。,赤褐色の体に白色の斑点が散りばめられた美しいハゼです。水深18m前後の礁斜面の砂底で、テッポウエビ類と共生しています。巣穴の周辺でホバリングする姿が観察でき、危険を感知すると素早く巣穴に隠れます。体長が6.5cmと小型ですが、鮮やかな体色が目を引きます。撮影の際は、マクロレンズを使うと、白色の斑点の模様がよくわかります。警戒心が強いため、ゆっくりと接近するのがポイントです。
マスイダテハゼ,"Amblyeleotris masui Aonuma et Yoshino, 1996",奄美大島、沖縄島、西表島；インドネシア,内湾の湾口から中程、サンゴ礁域の礁斜面。砂泥底や礫混じりの砂泥底でテッポウエビ類と共生。生息水深35-55m,10cm,50m,茶色の体に白色の横帯が特徴。深場の砂泥底でテッポウエビ類と共生し、単独で見られる。,茶色の体に白色の横帯が入る特徴的なハゼです。水深50m前後の深場の砂泥底で、テッポウエビ類と共生しています。巣穴の周辺でゆっくりと泳ぎ回り、危険を感知すると素早く巣穴に隠れます。体長が10cmと比較的大きく、水中でよく目立ちます。深場に生息するため、観察にはテクニカルダイビングのスキルが必要です。撮影の際は、ストロボの光を柔らかく当てると、白色の横帯がよりくっきりと写ります。
ダングラダテハゼ,"Amblyeleotris periophthalma (Bleeker, 1853)",小笠原諸島、伊豆諸島伊豆大島、和歌山県田辺湾、高知県、奄美大島、沖縄諸島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面。礫混じりの砂底でテッポウエビ類と共生。生息水深3-35m,11cm,32m,灰色の体に黒い斑点が特徴。砂底でテッポウエビ類と共生し、単独で見られる。,灰色の体に黒い斑点が散りばめられたハゼです。水深32m前後の内湾の砂底で、テッポウエビ類と共生しています。巣穴の周辺でホバリングする姿が観察でき、危険を感知すると素早く巣穴に隠れます。体長が11cmと比較的大きく、水中でよく目立ちます。撮影の際は、巣穴から少し離れた位置で待ち構えると、自然な姿を捉えることができます。広い分布域を持ち、さまざまな環境に適応しています。
ヤノダテハゼ,"Amblyeleotris yanoi Aonuma et Yoshino, 1996",伊豆諸島、和歌山県田辺湾、高知県柏島、沖縄諸島、西表島；西部太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面。礫混じりの砂底でコトブキテッポウエビと単独で共生。生息水深25-35m,10cm,25-35m,赤褐色の体に白色の斑点が特徴。砂底でコトブキテッポウエビと共生し、単独で見られる。,赤褐色の体に白色の斑点が散りばめられた美しいハゼです。水深25-35mの砂底で、コトブキテッポウエビと単独で共生しています。巣穴の周辺でホバリングする姿が観察でき、危険を感知すると素早く巣穴に隠れます。体長が10cmと比較的大きく、水中でよく目立ちます。撮影の際は、ストロボの光を柔らかく当てると、白色の斑点がより鮮やかに写ります。警戒心が強いため、ゆっくりと接近するのがポイントです。
ズグロダテハゼ,"Amblyeleotris melanocephala Aonuma, Iwata et Yoshino, 2000",高知県、沖縄諸島；フィリピン、インドネシア,内湾の湾口、サンゴ礁域の礁斜面。砂泥底・崖下に続く砂底の緩斜面でテッポウエビ類と共生。生息水深25-45m,12cm,25-45m,黒い頭部が特徴。砂泥底でテッポウエビ類と共生し、単独で見られる。,黒い頭部が特徴的なハゼです。水深25-45mの砂泥底で、テッポウエビ類と共生しています。巣穴の周辺でゆっくりと泳ぎ回り、危険を感知すると素早く巣穴に隠れます。体長が12cmと比較的大きく、水中でよく目立ちます。深場に生息するため、観察にはテクニカルダイビングのスキルが必要です。撮影の際は、ストロボの光を頭部に当てると、黒い頭部の特徴がよくわかります。
クビアカハゼ,"Amblyeleotris fasciata (Polunin et Lubbock, 1979)",小笠原諸島、伊豆諸島、相模湾、紀伊半島、高知県、屋久島、琉球列島；インド・太平洋,内湾の湾口、サンゴ礁域の礁斜面やドロップオフ下。礫や死サンゴ片混じりの砂底でテッポウエビ類と単独かペアで共生。生息水深3-30m,6.5cm,3-30m,赤い体に白色の帯が特徴。浅場から深場まで広く分布し、テッポウエビ類と共生する。,赤い体に白色の帯が入る美しいハゼです。水深3-30mの砂底で、テッポウエビ類と単独かペアで共生しています。巣穴の周辺でホバリングする姿が観察でき、危険を感知すると素早く巣穴に隠れます。体長が6.5cmと小型ですが、鮮やかな体色が目を引きます。広い水深範囲に分布し、初心者から上級者まで観察できるのが特徴です。撮影の際は、ストロボの光を柔らかく当てると、赤と白のコントラストがより鮮やかに写ります。
ハチマキダテハゼ,"Amblyeleotris periophthalma Polunin et Lubbock, 1979",相模湾、伊豆半島、静岡県、紀伊半島、高知県、琉球列島；インド・西太平洋,内湾、サンゴ礁域の礁斜面。砂泥底、礫混じりの砂底や砂泥底でテッポウエビ類と単独で共生。生息水深10-35m,8cm,30m,頭部に黄色い帯模様が特徴。砂泥底でテッポウエビと共生し、巣穴の前で警戒しながらホバリングする姿が見られる。,頭部に鮮やかな黄色い帯模様が特徴的なハゼです。砂泥底や礫混じりの砂底でテッポウエビと共生し、巣穴の前で単独でホバリングする姿が観察できます。警戒心が強く、少しの振動でもすぐに巣穴に逃げ込むため、ゆっくりと近づくことがポイントです。水深30m付近の礁斜面でよく見られ、マクロレンズで模様のディテールを捉えると美しい写真が撮れます。
ヒメダテハゼ,"Amblyeleotris steinitzi (Klausewitz, 1974)",八丈島、琉球列島；インド・太平洋,内湾の湾口から湾奥、サンゴ礁域の礁池・礁湖・礁原・礁斜面。砂底や砂泥底、礫混じりの砂底や砂泥底でテッポウエビ類と単独で共生。生息水深2-35m,6.5cm,25m,小さな体に赤褐色の縞模様。浅いサンゴ礁域の砂底でテッポウエビと共生し、巣穴を守るように泳ぐ。,体長6.5cmほどの小型ハゼで、赤褐色の縞模様が特徴です。サンゴ礁域の浅い礁池や礁湖の砂底でテッポウエビと共生し、巣穴の周りを忙しなく動き回ります。水深2mの浅場から見られるため、初心者ダイバーにも観察しやすい種類です。巣穴の位置を見つけたら、じっと待っているとハゼが警戒心を解いてくれるので、ゆっくりとアプローチしましょう。
ダテハゼ,"Amblyeleotris japonica Takagi, 1957",伊豆諸島、千葉県・対馬～鹿児島県；インド・西太平洋,内湾。砂泥底、礫混じりの砂底や砂泥底で主にニシキテッポウエビと単独で共生。生息水深3-15m,13cm,8m,大きく成長するダテハゼの仲間。内湾の砂泥底でニシキテッポウエビと共生し、巣穴の上で悠然とホバリング。,ダテハゼの仲間では最大級で13cmに達する種類です。内湾の砂泥底で美しい青白い模様のニシキテッポウエビと共生し、大きな巣穴の上でゆったりとホバリングする姿が印象的。水深8mほどの浅い場所に生息するため、シュノーケリングでも観察可能です。共生エビがせっせと砂を運び出す様子とともに観察できることも多く、生態観察に最適な種類です。
